name,total,dates,charges,countries,gang,all_american
"Globe, AZ",29,02/22/25 - 05/13/26,"Assault, Burglary, Dangerous Drugs, Flight / Escape, Fraudulent Activities, General Crimes, Immigration, Invasion of Privacy, Liquor, Obstructing the Police, Stolen Property, Traffic Offenses, Weapon Offenses","DEM REP OF THE CONGO, EL SALVADOR, GUATEMALA, INDIA, MEXICO, ROMANIA, UNITED STATES",,0
"Elkton, MD",29,01/23/25 - 04/21/26,"Assault, Burglary, Forgery, Fraudulent Activities, Immigration, Kidnapping, Larceny, Obstructing the Police, Traffic Offenses","BRAZIL, CHINA, PEOPLES REPUBLIC OF, DOMINICAN REPUBLIC, EL SALVADOR, GUATEMALA, HONDURAS, MEXICO, NORTH MACEDONIA, TOGO, UNITED STATES, VENEZUELA",,0
"Clarksburg, WV",28,05/12/25 - 04/02/26,"Dangerous Drugs, General Crimes, Immigration, Traffic Offenses","BRAZIL, COLOMBIA, GUATEMALA, HONDURAS, INDIA, MEXICO, PERU, UKRAINE, UNITED STATES",✅,0
"Winter Garden, FL",28,02/06/25 - 05/20/26,"Assault, Dangerous Drugs, Fraudulent Activities, Immigration, Traffic Offenses","BRAZIL, GUATEMALA, HAITI, HONDURAS, MEXICO, PANAMA, UNITED STATES",,0
"Peoria, AZ",28,02/04/25 - 05/16/26,"Burglary, Dangerous Drugs, Robbery, Traffic Offenses, Weapon Offenses","CUBA, GUATEMALA, IRAQ, MEXICO, NICARAGUA, ROMANIA, UNITED STATES, VIETNAM",,0
"Brighton, MA",28,01/26/25 - 04/01/26,"Assault, Immigration, Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault, Traffic Offenses","BRAZIL, DOMINICAN REPUBLIC, EL SALVADOR, GUATEMALA, HONDURAS, MOROCCO, UNITED STATES, ZAMBIA",,0
"Canoga Park, CA",28,02/25/25 - 05/12/26,"Assault, Family Offenses, Immigration, Larceny, Robbery, Sex Offenses (Not Involving Assault or Commercialized Sex), Traffic Offenses, Weapon Offenses","BRAZIL, COLOMBIA, EL SALVADOR, GUATEMALA, HUNGARY, IRAN, MEXICO, UNITED STATES",✅,0
"Forest Grove, OR",28,10/17/25 - 04/21/26,"Assault, Conservation, Dangerous Drugs, Obstructing Judiciary, Congress, Legislature, Etc., Sex Offenses (Not Involving Assault or Commercialized Sex), Traffic Offenses","CHILE, EL SALVADOR, GUATEMALA, INDIA, MEXICO, UNITED STATES",,0
"Lockport, NY",28,02/24/25 - 02/06/26,"Assault, Family Offenses, Immigration, Larceny, Obstructing Judiciary, Congress, Legislature, Etc., Sexual Assault, Traffic Offenses","COLOMBIA, ECUADOR, GUATEMALA, JAMAICA, MEXICO, PAKISTAN, UNITED STATES, VENEZUELA",,0
"Sterling Heights, MI",28,03/10/25 - 05/01/26,"General Crimes, Larceny, Traffic Offenses, Weapon Offenses","BOLIVIA, ECUADOR, EGYPT, HONDURAS, JORDAN, MEXICO, ROMANIA, SENEGAL, UNITED STATES, VENEZUELA, VIETNAM",,0
"Dade City, FL",27,02/11/25 - 05/06/26,"Assault, Burglary, Dangerous Drugs, Fraudulent Activities, Immigration, Larceny, Obstructing Judiciary, Congress, Legislature, Etc., Sex Offenses (Not Involving Assault or Commercialized Sex), Stolen Vehicle, Traffic Offenses","BRAZIL, DOMINICAN REPUBLIC, GUATEMALA, HONDURAS, JAMAICA, JORDAN, MEXICO, NICARAGUA, UNITED STATES, VENEZUELA",,0
"Poway, CA",27,01/27/25 - 05/18/26,"Assault, Family Offenses, Immigration, Obstructing the Police, Public Peace, Traffic Offenses","COLOMBIA, GUATEMALA, MEXICO, UNITED STATES",,0
"Chesterfield, SC",27,02/11/25 - 05/20/26,"Assault, Burglary, Dangerous Drugs, Family Offenses, Liquor, Public Peace, Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault, Traffic Offenses","EL SALVADOR, GUATEMALA, HONDURAS, MEXICO, UNITED STATES, VENEZUELA",,0
"Ossining, NY",26,02/03/25 - 04/30/26,"Assault, General Crimes, Immigration, Larceny, Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault, Traffic Offenses","ALGERIA, COLOMBIA, ECUADOR, GUATEMALA, MEXICO, NIGERIA, UNITED STATES",,0
"Alabaster, AL",26,01/28/25 - 05/12/26,"Assault, Dangerous Drugs, Forgery, Immigration, Obstructing Judiciary, Congress, Legislature, Etc., Traffic Offenses","COLOMBIA, EL SALVADOR, GUATEMALA, HONDURAS, JAMAICA, MEXICO, NICARAGUA, UNITED STATES",,0
"Kailua Kona, HI",26,02/02/25 - 05/19/26,"Assault, Dangerous Drugs, General Crimes, Immigration, Obstructing Judiciary, Congress, Legislature, Etc., Obstructing the Police, Sexual Assault, Traffic Offenses","EL SALVADOR, GUATEMALA, HONDURAS, MEXICO, NICARAGUA, SPAIN, UNITED STATES",,0
"Wailuku, HI",26,02/18/25 - 03/20/26,"Assault, Commercialized Sexual Offenses, Dangerous Drugs, Family Offenses, Forgery, General Crimes, Immigration, Liquor, Obstructing Judiciary, Congress, Legislature, Etc., Sexual Assault, Traffic Offenses","AUSTRIA, CHINA, PEOPLES REPUBLIC OF, EL SALVADOR, GUATEMALA, MEXICO, UNITED STATES, VENEZUELA",,0
"College Point, NY",26,02/24/25 - 05/13/26,"Assault, Burglary, Family Offenses, General Crimes, Homicide, Immigration, Kidnapping, Larceny","CHINA, PEOPLES REPUBLIC OF, COLOMBIA, ECUADOR, EL SALVADOR, GUATEMALA, NICARAGUA, PARAGUAY, SPAIN, UNITED STATES",✅,0
"Owatonna, MN",26,02/26/25 - 02/13/26,"Assault, Dangerous Drugs, Public Peace, Traffic Offenses, Weapon Offenses","BOLIVIA, GUATEMALA, HONDURAS, INDIA, MEXICO, NICARAGUA, TURKIYE, UNITED STATES, UZBEKISTAN, VENEZUELA",,0
"Haverhill, MA",26,02/12/25 - 05/19/26,"Assault, Burglary, Damage Property, Dangerous Drugs, Flight / Escape, Larceny, Traffic Offenses","ANGOLA, BOSNIA-HERZEGOVINA, BRAZIL, CHINA, PEOPLES REPUBLIC OF, COLOMBIA, DOMINICAN REPUBLIC, EL SALVADOR, GREECE, GUATEMALA, MEXICO, MOROCCO, UGANDA, UNITED STATES",,0
"Spring Valley, CA",26,01/23/25 - 05/01/26,"Assault, Dangerous Drugs, Immigration, Kidnapping, Obstructing the Police, Robbery, Traffic Offenses, Weapon Offenses","IRAQ, MEXICO, UNITED STATES, VENEZUELA",,0
"Marlton, NJ",25,01/29/25 - 04/22/26,"Fraudulent Activities, Immigration, Public Peace, Stolen Vehicle, Traffic Offenses","ANGOLA, BRAZIL, COLOMBIA, DOMINICAN REPUBLIC, ECUADOR, EL SALVADOR, GUATEMALA, INDIA, PERU, TURKIYE, UNITED STATES, VENEZUELA",✅,0
"Austell, GA",25,03/03/25 - 04/30/26,"Immigration, Larceny, Traffic Offenses, Weapon Offenses","EL SALVADOR, GUATEMALA, HONDURAS, ISRAEL, MEXICO, NICARAGUA, UNITED STATES",,0
"Secaucus, NJ",25,02/19/25 - 04/23/26,Burglary,"COLOMBIA, GUATEMALA, HONDURAS, UNITED STATES",✅,0
"Overland Park, KS",25,03/04/25 - 04/13/26,"Assault, Dangerous Drugs, Immigration, Invasion of Privacy, Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault, Traffic Offenses","EL SALVADOR, GUATEMALA, HONDURAS, MEXICO, NICARAGUA, PAKISTAN, UNITED STATES, VENEZUELA",,0
"South Charleston, WV",25,01/25/25 - 04/30/26,"Assault, Fraudulent Activities, General Crimes, Immigration, Larceny, Threat, Weapon Offenses","ALGERIA, CHINA, PEOPLES REPUBLIC OF, DOMINICAN REPUBLIC, GUATEMALA, HONDURAS, MEXICO, UNITED STATES",,0
"Millsboro, DE",25,04/30/25 - 04/28/26,"Immigration, Obstructing the Police, Traffic Offenses","BRAZIL, GUATEMALA, HONDURAS, MEXICO, UNITED STATES",,0
"Santa Teresa, NM",25,02/12/25 - 01/17/26,"Assault, Dangerous Drugs, Traffic Offenses","MEXICO, NICARAGUA, SAUDI ARABIA, UNITED STATES",,0
"Milford, DE",25,03/10/25 - 04/23/26,"Assault, Immigration, Larceny, Traffic Offenses, Weapon Offenses","GUATEMALA, MEXICO, UNITED STATES",,0
"Shawnee, KS",25,04/23/25 - 04/22/26,"Assault, Immigration, Traffic Offenses","COLOMBIA, ECUADOR, GUATEMALA, HONDURAS, MEXICO, NICARAGUA, NIGERIA, UNITED STATES",,0
"Bernalillo, NM",25,02/11/25 - 05/16/26,"Assault, Dangerous Drugs, Flight / Escape, Immigration, Larceny, Obstructing Judiciary, Congress, Legislature, Etc., Traffic Offenses","GUATEMALA, HONDURAS, MEXICO, NIGER, UNITED STATES, VENEZUELA",✅,0
"Boynton Beach, FL",24,02/17/25 - 05/20/26,"Assault, Burglary, Dangerous Drugs, Fraudulent Activities, General Crimes, Immigration, Sex Offenses (Not Involving Assault or Commercialized Sex), Traffic Offenses, Weapon Offenses","COLOMBIA, CUBA, EL SALVADOR, GUATEMALA, HAITI, HONDURAS, ISRAEL, JORDAN, MEXICO, UNITED STATES",,0
"Attica, NY",24,02/26/25 - 05/14/26,"Assault, Burglary, Dangerous Drugs, Homicide, Sexual Assault, Traffic Offenses, Weapon Offenses","DOMINICAN REPUBLIC, ECUADOR, EL SALVADOR, GREECE, GUATEMALA, HONDURAS, JAMAICA, MEXICO, TRINIDAD AND TOBAGO, UNITED STATES, VENEZUELA",✅,0
"Dearborn Heights, MI",24,04/25/25 - 05/02/26,"Assault, Larceny, Sex Offenses (Not Involving Assault or Commercialized Sex), Traffic Offenses","COLOMBIA, DOMINICAN REPUBLIC, HONDURAS, IRAQ, LEBANON, MAURITANIA, MEXICO, ROMANIA, SAUDI ARABIA, UNITED STATES, VENEZUELA",,0
"Snead, AL",24,01/04/26 - 02/20/26,"Dangerous Drugs, General Crimes, Larceny, Public Peace, Traffic Offenses","EL SALVADOR, GUATEMALA, HONDURAS, MEXICO, UNITED STATES",,0
"Montebello, CA",24,01/26/25 - 01/14/26,"Assault, Forgery, Fraudulent Activities, Homicide, Immigration, Obstructing the Police, Robbery, Sexual Assault","CHINA, PEOPLES REPUBLIC OF, EL SALVADOR, GUATEMALA, HONDURAS, MEXICO, NICARAGUA, UNITED STATES",,0
"New Port Richey, FL",24,01/26/25 - 04/10/26,"Assault, Dangerous Drugs, Family Offenses, Fraudulent Activities, General Crimes, Immigration, Larceny, Obstructing Judiciary, Congress, Legislature, Etc., Traffic Offenses, Weapon Offenses","CHINA, PEOPLES REPUBLIC OF, COLOMBIA, CUBA, EL SALVADOR, HONDURAS, JAMAICA, MEXICO, POLAND, UNITED STATES",,0
"Cabo Rojo, PR",23,04/23/25 - 05/12/26,"Dangerous Drugs, Immigration, Robbery, Weapon Offenses","BRAZIL, COLOMBIA, CUBA, DOMINICAN REPUBLIC, KYRGYZSTAN, MEXICO, PANAMA, RUSSIA, UNITED STATES, UZBEKISTAN, VENEZUELA",,0
"Plantation, FL",23,01/30/25 - 05/17/26,"Assault, Dangerous Drugs, Fraudulent Activities, Larceny, Obstructing Judiciary, Congress, Legislature, Etc., Obstructing the Police, Public Peace","BAHAMAS, BRAZIL, COLOMBIA, ECUADOR, EL SALVADOR, GUATEMALA, HAITI, HONDURAS, JAMAICA, MEXICO, NICARAGUA, UKRAINE, UNITED STATES",✅,0
"Lenoir, NC",22,01/26/25 - 04/24/26,"Assault, Burglary, Liquor, Obstructing Judiciary, Congress, Legislature, Etc., Obstructing the Police, Stolen Vehicle, Traffic Offenses, Weapon Offenses","EL SALVADOR, GUATEMALA, HONDURAS, MEXICO, UNITED STATES",,0
"San  Diego, CA",22,09/08/25 - 11/01/25,"General Crimes, Immigration, Traffic Offenses","GUATEMALA, HAITI, MEXICO, RUSSIA, UNITED STATES",,0
"Ambridge, PA",22,03/29/25 - 09/03/25,"Assault, Burglary, Damage Property, Fraudulent Activities, Invasion of Privacy, Robbery, Smuggling, Traffic Offenses","BRAZIL, ECUADOR, EL SALVADOR, GEORGIA, GUATEMALA, HONDURAS, UNITED STATES, UZBEKISTAN, VENEZUELA",,0
"Crystal City, TX",21,01/28/25 - 04/10/26,"Assault, Burglary, Flight / Escape, Immigration, Public Peace, Smuggling","CUBA, EL SALVADOR, HONDURAS, MEXICO, SOUTH KOREA, UNITED STATES, VENEZUELA",✅,0
"Davenport, FL",21,04/10/25 - 05/15/26,"Assault, Burglary, Commercialized Sexual Offenses, Extortion, General Crimes, Homicide, Larceny, Obstructing the Police, Traffic Offenses","BRAZIL, COLOMBIA, CUBA, DOMINICAN REPUBLIC, HONDURAS, MEXICO, UNITED KINGDOM, UNITED STATES, VENEZUELA",,0
"Billings, MT",21,06/06/25 - 04/01/26,"Assault, Flight / Escape, Immigration, Obstructing Judiciary, Congress, Legislature, Etc., Public Peace, Sex Offenses (Not Involving Assault or Commercialized Sex), Traffic Offenses, Weapon Offenses","GUATEMALA, HONDURAS, MEXICO, ROMANIA, UNITED STATES, VENEZUELA",✅,0
"Belleville, MI",21,03/21/25 - 05/19/26,"Assault, Immigration, Larceny, Traffic Offenses","COLOMBIA, GUATEMALA, HONDURAS, MEXICO, ROMANIA, UNITED STATES, VENEZUELA",,0
"Harvey, IL",21,06/26/25 - 05/11/26,"Burglary, Dangerous Drugs, Fraudulent Activities, Kidnapping, Traffic Offenses","COLOMBIA, EL SALVADOR, GUATEMALA, HONDURAS, MEXICO, NICARAGUA, UNITED STATES, VENEZUELA",,0
"Lukeville, AZ",21,10/15/25 - 05/17/26,"Dangerous Drugs, Traffic Offenses, Weapon Offenses","COLOMBIA, MEXICO, UNITED STATES",,0
"Maricopa, AZ",21,06/20/25 - 05/15/26,"Assault, Dangerous Drugs, Larceny, Sexual Assault, Traffic Offenses","GHANA, IRAN, MEXICO, UNITED STATES, VENEZUELA",,0
"Bloomfield, NJ",20,04/29/25 - 05/18/26,"Assault, Immigration, Larceny, Weapon Offenses","ECUADOR, EL SALVADOR, GHANA, GUATEMALA, HONDURAS, MEXICO, NEPAL, PERU, TURKIYE, UNITED STATES",✅,0
"Burlington, VT",20,02/12/25 - 05/19/26,"Assault, Immigration, Traffic Offenses","BRAZIL, COLOMBIA, ECUADOR, HAITI, IRELAND, JAMAICA, MEXICO, SPAIN, UNITED KINGDOM, UNITED STATES",,0
"East Brunswick, NJ",20,03/25/25 - 05/19/26,"Assault, Kidnapping, Sex Offenses (Not Involving Assault or Commercialized Sex)","CHINA, PEOPLES REPUBLIC OF, ECUADOR, EL SALVADOR, GUATEMALA, MEXICO, NICARAGUA, PERU, TURKIYE, UNITED STATES, UZBEKISTAN",,0
"Malone, NY",20,02/28/25 - 05/12/26,"Assault, Burglary, Family Offenses, Homicide","BURMA, CANADA, COLOMBIA, EL SALVADOR, GUATEMALA, HONDURAS, INDIA, MEXICO, PAKISTAN, UNITED STATES, VENEZUELA",,0
"Toa Baja, PR",20,02/09/25 - 05/13/26,Immigration,"DOMINICAN REPUBLIC, UNITED STATES",,0
"Albany, OR",20,06/05/25 - 04/13/26,"Dangerous Drugs, Fraudulent Activities, Immigration, Sexual Assault, Traffic Offenses","BOLIVIA, CHINA, PEOPLES REPUBLIC OF, EL SALVADOR, GUATEMALA, INDIA, MEXICO, UNITED STATES",,0
"Kokomo, IN",19,06/20/25 - 04/27/26,"Assault, Dangerous Drugs, General Crimes, Obstructing Judiciary, Congress, Legislature, Etc., Obstructing the Police, Traffic Offenses","GUATEMALA, HONDURAS, MEXICO, NICARAGUA, UNITED STATES",,0
"Owings Mills, MD",19,01/25/25 - 05/11/26,"Dangerous Drugs, Sex Offenses (Not Involving Assault or Commercialized Sex), Traffic Offenses","EL SALVADOR, GUATEMALA, HONDURAS, KENYA, NIGERIA, PANAMA, UNITED STATES, UZBEKISTAN",✅,0
"Lemon Grove, CA",19,03/11/25 - 01/05/26,"Assault, Dangerous Drugs, Family Offenses, Fraudulent Activities, Immigration, Traffic Offenses","EL SALVADOR, GUATEMALA, HONDURAS, MEXICO, UNITED STATES, VENEZUELA",,0
"Rogers, MN",19,01/06/26 - 04/10/26,"Assault, Sexual Assault","ECUADOR, EL SALVADOR, GUATEMALA, KYRGYZSTAN, MEXICO, NICARAGUA, RUSSIA, SERBIA, SPAIN, UNITED STATES",,0
"Merced, CA",19,03/03/25 - 03/25/26,"Assault, Dangerous Drugs, General Crimes, Homicide, Public Peace, Sex Offenses (Not Involving Assault or Commercialized Sex), Threat, Traffic Offenses, Weapon Offenses","GUATEMALA, INDIA, MEXICO, UNITED STATES",,0
"Hesperia, CA",19,05/23/25 - 05/18/26,"Assault, Dangerous Drugs, Fraudulent Activities, General Crimes, Immigration, Robbery, Sexual Assault, Traffic Offenses","CHILE, EL SALVADOR, HONDURAS, INDIA, MEXICO, SYRIA, UNITED STATES",,0
"Queensbury, NY",19,02/26/25 - 04/22/26,"Assault, Forgery, Larceny","CHINA, PEOPLES REPUBLIC OF, ECUADOR, GUATEMALA, MEXICO, TURKIYE, UNITED STATES",,0
"Worthington, MN",19,01/26/25 - 05/14/26,"Assault, Forgery, Obscenity, Obstructing the Police, Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault, Stolen Property, Threat, Traffic Offenses, Weapon Offenses","BURMA, DOMINICAN REPUBLIC, EL SALVADOR, GUATEMALA, HONDURAS, MEXICO, THAILAND, UNITED STATES",,0
"Glens Falls, NY",18,03/04/25 - 03/09/26,"Forgery, Fraudulent Activities, Immigration, Traffic Offenses","MEXICO, UNITED STATES, VENEZUELA",,0
"Alamogordo, NM",18,08/07/25 - 04/24/26,"Burglary, Dangerous Drugs, Immigration","ECUADOR, GUATEMALA, MEXICO, UNITED STATES, VENEZUELA",,0
"Hilo, HI",18,01/24/25 - 05/19/26,"Assault, Damage Property, General Crimes, Immigration, Obstructing Judiciary, Congress, Legislature, Etc., Traffic Offenses","HONDURAS, MEXICO, MICRONESIA, FEDERATED STATES OF, UNITED STATES",✅,0
"Alice, TX",18,04/02/25 - 05/05/26,"Assault, Damage Property, Dangerous Drugs, Immigration, Sex Offenses (Not Involving Assault or Commercialized Sex), Stolen Vehicle, Traffic Offenses","CUBA, EL SALVADOR, GUATEMALA, MEXICO, NICARAGUA, UNITED STATES",,0
"Charlotte, MI",18,03/20/25 - 05/03/26,"Assault, Burglary, Larceny, Liquor, Traffic Offenses","COLOMBIA, CUBA, GUATEMALA, HONDURAS, MEXICO, NICARAGUA, ROMANIA, UNITED STATES, VENEZUELA",,0
"Lihue, HI",18,02/15/25 - 05/20/26,"Assault, Dangerous Drugs, Family Offenses, General Crimes, Larceny, Sex Offenses (Not Involving Assault or Commercialized Sex), Traffic Offenses","CHINA, PEOPLES REPUBLIC OF, GERMANY, MEXICO, MICRONESIA, FEDERATED STATES OF, ROMANIA, UNITED STATES, VENEZUELA",,0
"Farmingdale, NY",17,06/30/25 - 03/09/26,"Fraudulent Activities, General Crimes, Traffic Offenses, Weapon Offenses","COLOMBIA, EL SALVADOR, GEORGIA, GUATEMALA, NICARAGUA, PERU, TURKIYE, UNITED STATES, VENEZUELA",,0
"Arcadia, CA",17,02/03/25 - 05/08/26,"Assault, General Crimes, Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault, Traffic Offenses","CHINA, PEOPLES REPUBLIC OF, GUATEMALA, MEXICO, TAIWAN, UNITED STATES",,0
"La Habra, CA",17,05/24/25 - 04/22/26,"Assault, Fraudulent Activities, Immigration, Larceny, Sexual Assault, Threat, Traffic Offenses","CHINA, PEOPLES REPUBLIC OF, KAZAKHSTAN, MEXICO, NICARAGUA, UNITED STATES",,0
"Caguas, PR",17,06/04/25 - 04/24/26,"Dangerous Drugs, Immigration, Weapon Offenses","CUBA, DOMINICAN REPUBLIC, UNITED STATES, VENEZUELA",,0
"Marcy, NY",17,02/28/25 - 02/27/26,"Assault, Burglary, Dangerous Drugs, Homicide, Kidnapping, Robbery, Sexual Assault","ANTIGUA-BARBUDA, BURMA, CHILE, DOMINICAN REPUBLIC, ECUADOR, EL SALVADOR, GUATEMALA, GUYANA, HONDURAS, JAMAICA, MEXICO, THAILAND, UNITED STATES",,0
"Arecibo, PR",16,02/25/25 - 05/08/26,"Assault, Dangerous Drugs, Kidnapping, Obstructing Judiciary, Congress, Legislature, Etc.","CUBA, DOMINICAN REPUBLIC, UNITED STATES, VENEZUELA",✅,0
"Medford, NY",16,03/18/25 - 02/06/26,"Burglary, Immigration, Larceny, Sex Offenses (Not Involving Assault or Commercialized Sex), Traffic Offenses","ECUADOR, EL SALVADOR, HONDURAS, MEXICO, UNITED STATES",✅,0
"Mayaguez, PR",16,02/20/25 - 04/22/26,"Assault, Immigration","CHINA, PEOPLES REPUBLIC OF, DOMINICAN REPUBLIC, MEXICO, UNITED STATES, VENEZUELA",,0
"Minot, ND",16,04/16/25 - 05/13/26,"Assault, Dangerous Drugs, Threat, Traffic Offenses","CUBA, GUATEMALA, MEXICO, PERU, SENEGAL, TURKIYE, UNITED STATES, VENEZUELA",,0
"Jamestown, NY",16,04/02/25 - 05/17/26,"Forgery, Larceny, Obstructing the Police, Traffic Offenses","DOMINICAN REPUBLIC, ECUADOR, GUATEMALA, MEXICO, NIGERIA, UNITED STATES, VENEZUELA",,0
"Canby, OR",16,01/24/25 - 12/22/25,"Dangerous Drugs, Homicide, Invasion of Privacy, Traffic Offenses","GUATEMALA, MEXICO, UNITED STATES",,0
"Manhattan, NY",15,02/03/25 - 04/19/26,"Assault, Forgery, Larceny","COLOMBIA, DOMINICAN REPUBLIC, ECUADOR, ROMANIA, RUSSIA, UNITED STATES, UZBEKISTAN, VENEZUELA",✅,0
"Camuy, PR",15,06/10/25 - 04/27/26,"Dangerous Drugs, Robbery, Traffic Offenses","DOMINICAN REPUBLIC, HONDURAS, PORTUGAL, UNITED STATES",,0
"Olympia, WA",15,03/02/25 - 03/02/26,"Assault, Homicide, Kidnapping, Obstructing Judiciary, Congress, Legislature, Etc., Public Peace, Traffic Offenses, Weapon Offenses","EL SALVADOR, GUATEMALA, HONDURAS, KENYA, MEXICO, TUNISIA, UNITED STATES",,0
"Dickinson, ND",15,02/19/25 - 05/12/26,"Assault, Fraudulent Activities, General Crimes, Obstructing Judiciary, Congress, Legislature, Etc., Sex Offenses (Not Involving Assault or Commercialized Sex), Traffic Offenses, Weapon Offenses","CUBA, EL SALVADOR, GUATEMALA, MEXICO, SUDAN, UNITED STATES, VENEZUELA",,0
"Conway, TX",15,09/08/25 - 02/25/26,Traffic Offenses,"GUATEMALA, KYRGYZSTAN, MEXICO, UNITED STATES, VENEZUELA",,0
"Cohoes, NY",15,05/23/25 - 04/24/26,"Assault, Immigration, Traffic Offenses","BRAZIL, ECUADOR, GUYANA, MAURITANIA, PAKISTAN, UNITED STATES",,0
"West Bloomfield, MI",15,03/05/25 - 05/12/26,Burglary,"COLOMBIA, GUATEMALA, ISRAEL, MEXICO, UNITED STATES, UZBEKISTAN, VENEZUELA",,0
"St. Croix, VI",15,03/17/25 - 12/22/25,"Assault, Immigration, Sexual Assault","COLOMBIA, DOMINICAN REPUBLIC, UNITED STATES, VENEZUELA",,0
"McKeesport, PA",15,01/27/25 - 05/20/26,"Assault, Immigration, Sexual Assault, Traffic Offenses","ECUADOR, GUATEMALA, HONDURAS, JAMAICA, UNITED STATES",,0
"Utica, NY",15,03/06/25 - 02/24/26,"Assault, Dangerous Drugs, Invasion of Privacy, Larceny, Obstructing the Police, Traffic Offenses","DOMINICAN REPUBLIC, ECUADOR, EL SALVADOR, HONDURAS, JAMAICA, MEXICO, MOROCCO, SPAIN, UNITED STATES",,0
"Ludlow, MA",15,05/09/25 - 03/09/26,"Assault, Burglary, Dangerous Drugs, Immigration, Sexual Assault, Traffic Offenses","BRAZIL, DOMINICAN REPUBLIC, ECUADOR, GUATEMALA, HAITI, MEXICO, TURKIYE, UKRAINE, UNITED STATES",,0
"Pottstown, PA",14,02/05/25 - 04/27/26,"Dangerous Drugs, General Crimes, Immigration, Invasion of Privacy, Sexual Assault, Traffic Offenses","ECUADOR, EL SALVADOR, GEORGIA, GUATEMALA, HAITI, MEXICO, UNITED STATES",,0
"Cayey, PR",14,04/25/25 - 03/12/26,,UNITED STATES,✅,1
"Matthews, NC",14,03/04/25 - 03/05/26,"Assault, Immigration, Larceny, Traffic Offenses, Weapon Offenses","BRAZIL, DOMINICAN REPUBLIC, GEORGIA, HONDURAS, MEXICO, UNITED STATES, VENEZUELA",,0
"Roma, TX",13,01/28/25 - 01/16/26,"Assault, General Crimes, Immigration","GUATEMALA, MEXICO, UNITED STATES",✅,0
"Colorado City, TX",13,02/02/25 - 04/12/26,"Assault, Fraudulent Activities, Sex Offenses (Not Involving Assault or Commercialized Sex), Traffic Offenses, Weapon Offenses","CUBA, INDIA, MEXICO, NICARAGUA, SOUTH AFRICA, UNITED STATES, VENEZUELA",,0
"Tracy, CA",13,01/26/25 - 01/09/26,"Assault, Forgery, Public Peace, Sex Offenses (Not Involving Assault or Commercialized Sex), Traffic Offenses","AFGHANISTAN, COLOMBIA, EL SALVADOR, GUATEMALA, INDIA, MEXICO, UNITED STATES",✅,0
"San Pablo, CA",13,04/08/25 - 05/05/26,"Assault, Burglary, Dangerous Drugs, Fraudulent Activities, Obstructing Judiciary, Congress, Legislature, Etc., Robbery, Weapon Offenses","EL SALVADOR, HONDURAS, MEXICO, UNITED STATES",,0
"Macon, GA",13,01/26/25 - 03/12/26,"Assault, Burglary, Dangerous Drugs, Family Offenses, Immigration, Larceny, Obstructing the Police, Sex Offenses (Not Involving Assault or Commercialized Sex), Traffic Offenses","EL SALVADOR, GUATEMALA, HONDURAS, INDIA, MEXICO, UNITED STATES, VENEZUELA",,0
"Rensselaer, NY",13,06/17/25 - 05/04/26,Assault,"BRAZIL, CHINA, PEOPLES REPUBLIC OF, COLOMBIA, DOMINICAN REPUBLIC, ECUADOR, MEXICO, UNITED STATES, VENEZUELA",✅,0
"Orland Park, IL",13,03/11/25 - 04/13/26,"Assault, Burglary, Dangerous Drugs, Immigration, Obstructing the Police, Sexual Assault, Traffic Offenses","MEXICO, SYRIA, UKRAINE, UNITED STATES, UNKNOWN",,0
"Canovanas, PR",12,05/15/25 - 02/05/26,"Dangerous Drugs, Immigration","DOMINICAN REPUBLIC, UNITED STATES",,0
"Guayama, PR",12,04/15/25 - 04/29/26,"Assault, Dangerous Drugs, Fraudulent Activities, Smuggling","DOMINICAN REPUBLIC, UNITED KINGDOM, UNITED STATES, VENEZUELA",,0
"Riverton, UT",12,05/09/25 - 05/04/26,"General Crimes, Traffic Offenses","EL SALVADOR, MEXICO, UNITED STATES, VENEZUELA",,0
"Springfield, OR",12,01/24/25 - 04/30/26,"Assault, Dangerous Drugs, Sex Offenses (Not Involving Assault or Commercialized Sex), Traffic Offenses","GUATEMALA, MEXICO, UNITED STATES",,0
"Studio City, CA",12,07/02/25 - 09/03/25,"Dangerous Drugs, Sex Offenses (Not Involving Assault or Commercialized Sex), Weapon Offenses","BRAZIL, GUATEMALA, HONDURAS, MEXICO, ROMANIA, UNITED STATES",,0
"Tupper Lake, NY",12,07/24/25 - 01/12/26,,"GUATEMALA, UNITED STATES, VIETNAM",,0
"Hanahan, SC",12,01/26/25 - 04/14/26,"Assault, Commercialized Sexual Offenses, Dangerous Drugs, Liquor, Public Peace","BRAZIL, GUATEMALA, HONDURAS, MEXICO, UNITED KINGDOM, UNITED STATES, VENEZUELA",,0
"Fort Irwin, CA",12,07/12/25 - 05/13/26,"Family Offenses, Forgery, Immigration, Obstructing Judiciary, Congress, Legislature, Etc., Traffic Offenses","BELARUS, COLOMBIA, MEXICO, UNITED STATES, VENEZUELA",,0
